sample_number,frame_number,dance_name,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_visibility,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_visibility,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_visibility,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_visibility,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_visibility,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_visibility,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_visibility,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_visibility,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_visibility,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_visibility,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_visibility,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_visibility,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_visibility,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_visibility,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_visibility,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_visibility,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_visibility,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_visibility,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_visibility,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_visibility,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_visibility,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_visibility,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_visibility,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_visibility,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_visibility,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_visibility,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_visibility,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_visibility,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_visibility,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_visibility,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_visibility,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_visibility,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_visibility
1,1,boogie_up,0.5086330771446228,0.16267818212509155,-0.617660403251648,0.9999972581863403,0.5136687755584717,0.14952614903450012,-0.5745667219161987,0.999995231628418,0.5180599093437195,0.14982104301452637,-0.5745500922203064,0.9999939203262329,0.5230791568756104,0.150305837392807,-0.5745804905891418,0.9999933242797852,0.49764618277549744,0.14891958236694336,-0.5977157354354858,0.9999966621398926,0.4903998374938965,0.14907056093215942,-0.5978001356124878,0.9999961853027344,0.4831891655921936,0.14929786324501038,-0.5977462530136108,0.9999961853027344,0.5244627594947815,0.15667793154716492,-0.3065076768398285,0.9999814033508301,0.46742022037506104,0.15665605664253235,-0.41724833846092224,0.9999967813491821,0.5159998536109924,0.18009132146835327,-0.5147438049316406,0.9999948740005493,0.4951699376106262,0.17853862047195435,-0.5466763973236084,0.9999977350234985,0.5585745573043823,0.2588329315185547,-0.054812803864479065,0.9999645948410034,0.41724252700805664,0.2543618381023407,-0.26957809925079346,0.9999780654907227,0.6266471743583679,0.33426856994628906,0.08875314146280289,0.9731490612030029,0.2992570400238037,0.3245547115802765,-0.20628690719604492,0.9976382255554199,0.5953090786933899,0.41004857420921326,-0.14333058893680573,0.9562094807624817,0.3693031668663025,0.40266939997673035,-0.33346596360206604,0.9772288799285889,0.5820935368537903,0.43341222405433655,-0.19918842613697052,0.9027289748191833,0.39342716336250305,0.4260329604148865,-0.38658368587493896,0.9350979924201965,0.5740920305252075,0.4250340759754181,-0.25621750950813293,0.9091796875,0.40566620230674744,0.4172064960002899,-0.41014325618743896,0.9327643513679504,0.5766527652740479,0.41799214482307434,-0.169916033744812,0.8842581510543823,0.4007233679294586,0.40906834602355957,-0.3401426672935486,0.9048870801925659,0.5381519794464111,0.4712747633457184,0.09696837514638901,0.999393105506897,0.4507819414138794,0.47307661175727844,-0.09701993316411972,0.9996774196624756,0.5838797092437744,0.6431552171707153,0.08077827095985413,0.9824455976486206,0.43728747963905334,0.6645549535751343,-0.2145453244447708,0.9971410036087036,0.594504177570343,0.8277236223220825,0.2729511260986328,0.9926713705062866,0.419802725315094,0.8525393605232239,-0.10085170716047287,0.9978488683700562,0.5776869654655457,0.8632668256759644,0.2772429883480072,0.9648862481117249,0.4210965633392334,0.8812413811683655,-0.10482675582170486,0.929296612739563,0.6575697064399719,0.8953823447227478,0.060047708451747894,0.9885015487670898,0.42385703325271606,0.9259868264198303,-0.3808649182319641,0.9939576387405396
1,2,boogie_up,0.5080470144748688,0.17565101385116577,-0.612649530172348,0.9999973475933075,0.5131994485855103,0.16182783991098404,-0.5745490789413452,0.9999952614307404,0.5177766680717468,0.1622522547841072,-0.5745337903499603,0.9999940097332001,0.52262943983078,0.16283909231424332,-0.5745644867420197,0.9999934136867523,0.4973665326833725,0.1609869822859764,-0.5898983180522919,0.9999966025352478,0.4900408983230591,0.16104350984096527,-0.5899373590946198,0.9999960958957672,0.48273496329784393,0.16117889434099197,-0.5898905694484711,0.9999960362911224,0.5237827897071838,0.1693725883960724,-0.3308892250061035,0.9999820590019226,0.4662734866142273,0.16810232400894165,-0.39851969480514526,0.9999961853027344,0.5152864754199982,0.1928541511297226,-0.5153933763504028,0.999995082616806,0.4940415620803833,0.19168686866760254,-0.5377989411354065,0.9999977946281433,0.5590019524097443,0.266164168715477,-0.1341533437371254,0.9999662935733795,0.41564495861530304,0.26065847277641296,-0.22951117902994156,0.9999791085720062,0.6193859577178955,0.3599274605512619,-0.0113917775452137,0.9742542505264282,0.34007181227207184,0.3520343750715256,-0.14143209531903267,0.9970869719982147,0.5998271107673645,0.44618359208106995,-0.22265804558992386,0.9580091238021851,0.3686549663543701,0.4486067593097687,-0.2886664643883705,0.9774148166179657,0.5964655578136444,0.4735928326845169,-0.2788538262248039,0.9065327048301697,0.3809487223625183,0.47733551263809204,-0.33858905732631683,0.9365045130252838,0.5854648649692535,0.46935926377773285,-0.33926092088222504,0.9126884639263153,0.38956318795681,0.4733607918024063,-0.382515624165535,0.9343938529491425,0.5844857394695282,0.4607117027044296,-0.25014418363571167,0.8887545466423035,0.3891427665948868,0.4636789858341217,-0.3065023720264435,0.9076272547245026,0.5370880961418152,0.4765751212835312,0.044462067540735006,0.9994223117828369,0.4506450891494751,0.4834729731082916,-0.044501354452222586,0.9996932446956635,0.5918662250041962,0.6429069340229034,-0.017387058585882187,0.9828505218029022,0.43607161939144135,0.6714151203632355,-0.1243160218000412,0.9970027804374695,0.6493460237979889,0.7151265442371368,0.34761498868465424,0.9876594245433807,0.4260243773460388,0.8463976085186005,0.07237747684121132,0.9975585341453552,0.6390858292579651,0.7263011336326599,0.37623879313468933,0.9530475437641144,0.4342927038669586,0.8695550858974457,0.07994499430060387,0.9280202090740204,0.7129911482334137,0.7691222429275513,0.23101737722754478,0.9845706224441528,0.42449046671390533,0.9157210886478424,-0.15124229341745377,0.9934080839157104
1,3,boogie_up,0.509952704111735,0.18456396460533142,-0.6394190192222595,0.9999972979227701,0.5150546630223592,0.1706023116906484,-0.605931838353475,0.999994695186615,0.5198078155517578,0.170850599805514,-0.6059104998906454,0.9999935626983643,0.5246469974517822,0.17127173145612082,-0.6059333483378092,0.999992847442627,0.4991461733977,0.17030184964338937,-0.6175860166549683,0.9999958276748657,0.49193758765856427,0.17056180040041605,-0.6176382899284363,0.9999954501787821,0.48460765679677326,0.1708076447248459,-0.6176035006841024,0.9999952713648478,0.5259338816006979,0.1778262803951899,-0.3739522496859233,0.9999816219011942,0.4687295655409495,0.17773286501566568,-0.42511921127637226,0.9999945362408956,0.5175148049990336,0.20120183130105337,-0.5465101003646851,0.9999950130780538,0.4966836969057719,0.20068232218424478,-0.5633729100227356,0.9999975164731344,0.5651233792304993,0.2708946168422699,-0.18152187764644623,0.9999675750732422,0.4198663334051768,0.26927638053894043,-0.245303804675738,0.9999791979789734,0.6174790859222412,0.37288646896680194,-0.05389805883169174,0.9751114447911581,0.3620591064294179,0.3705129126707713,-0.1302770103017489,0.9967357913653055,0.6151261925697327,0.4666712284088135,-0.2474343627691269,0.9594186147054037,0.36396440863609314,0.46990474065144855,-0.29787812133630115,0.9778509338696798,0.6162592172622681,0.4947028656800588,-0.2986591309309006,0.9095292488733927,0.3641452689965566,0.49877506494522095,-0.34737218419710797,0.9381700158119202,0.6074673533439636,0.4927932719389598,-0.36321736375490826,0.9155345360438029,0.3701515893141429,0.4959689676761627,-0.406499187151591,0.9363135695457458,0.6053355932235718,0.48373040556907654,-0.2768072783946991,0.8925488789876302,0.37317824363708496,0.4862380226453145,-0.32449303070704144,0.9106815854708353,0.5440054734547933,0.4804479082425435,0.02813416440039873,0.9994445641835531,0.45493098100026447,0.4870341420173645,-0.02823147876188159,0.9997005661328634,0.5938738584518433,0.6532955368359884,-0.03769325961669286,0.9834507902463278,0.44060663382212323,0.6742981473604838,-0.09684040894110997,0.9968853791554769,0.6408268610636393,0.7402900060017904,0.32142211000124615,0.9863890012105306,0.43518686294555664,0.8413699666659037,0.14665460834900537,0.997226357460022,0.6312166849772135,0.7492199937502543,0.3484663963317871,0.9453810056050619,0.44531495372454327,0.8614242474238077,0.1586667075753212,0.9242362181345621,0.6823492447535197,0.7975037892659506,0.17046594123045603,0.983604371547699,0.4273899594942729,0.9100607832272848,-0.06928677608569463,0.9930320779482523
1,4,boogie_up,0.5320481210947037,0.18707504868507385,-0.6484499722719193,0.9999972134828568,0.5370477735996246,0.17319373786449432,-0.6158653497695923,0.9999942183494568,0.5417086631059647,0.17344272881746292,-0.6158427000045776,0.9999931454658508,0.5463921576738358,0.17385582253336906,-0.6158599108457565,0.9999923855066299,0.5214863941073418,0.17287534847855568,-0.627305269241333,0.9999951869249344,0.5146733000874519,0.17312327772378922,-0.6273738145828247,0.9999948590993881,0.50775046646595,0.17336967587471008,-0.6273569762706757,0.9999945759773254,0.5469928979873657,0.1802774965763092,-0.3849884197115898,0.9999807626008987,0.4920196756720543,0.18028945475816727,-0.4361472949385643,0.9999931305646896,0.5389497429132462,0.20358898118138313,-0.5563654601573944,0.9999949187040329,0.5186202526092529,0.20302950218319893,-0.5727028697729111,0.9999971836805344,0.5847536623477936,0.2732376903295517,-0.19243252649903297,0.9999687075614929,0.43967384845018387,0.2707725390791893,-0.25885144248604774,0.999978706240654,0.63188736140728,0.3784947022795677,-0.061497991904616356,0.9755281656980515,0.38776954263448715,0.37310589849948883,-0.1482082288712263,0.9963466823101044,0.6348777711391449,0.47403378039598465,-0.24664762243628502,0.9603898823261261,0.3780227452516556,0.47202471643686295,-0.32322559133172035,0.9777747839689255,0.6360005289316177,0.5027745291590691,-0.2975514195859432,0.9119027107954025,0.37477392703294754,0.5008594840764999,-0.3746798112988472,0.9388676732778549,0.627870187163353,0.501436285674572,-0.36172328889369965,0.9178015440702438,0.37899138778448105,0.4986465647816658,-0.43701981008052826,0.9372770339250565,0.6255460828542709,0.49204839020967484,-0.27622462064027786,0.895524263381958,0.38306599110364914,0.48953571915626526,-0.35140734165906906,0.9125703275203705,0.5565488338470459,0.4822128862142563,0.022847209125757217,0.9994682669639587,0.466966912150383,0.4862329289317131,-0.022933228057809174,0.9997101277112961,0.6035943478345871,0.65682652592659,-0.03987264260649681,0.9841102212667465,0.43642426282167435,0.6619651764631271,-0.049696533009409904,0.9968233406543732,0.6416402906179428,0.7602286636829376,0.29286154732108116,0.9861200600862503,0.41601479798555374,0.7920439392328262,0.30781138129532337,0.9957282394170761,0.6333110630512238,0.7700283527374268,0.3169008530676365,0.9418750554323196,0.4247417151927948,0.8054778873920441,0.3336698543280363,0.9178720563650131,0.6713068932294846,0.8181111663579941,0.1294257987756282,0.9834889620542526,0.3968554586172104,0.8551989942789078,0.14502139948308468,0.9916131049394608
1,5,boogie_up,0.541535747051239,0.19195570349693297,-0.6517900824546814,0.9999971508979797,0.546600067615509,0.1778320252895355,-0.6180982947349548,0.9999937891960144,0.551265549659729,0.17799596190452577,-0.61807621717453,0.9999928116798401,0.5558948755264282,0.17828894555568695,-0.6180927515029907,0.9999920010566712,0.5309464156627655,0.17767274975776673,-0.6307977199554443,0.9999945282936096,0.5241178929805755,0.17790614068508148,-0.6308924436569214,0.9999942302703857,0.5171156764030457,0.17809812128543853,-0.6308972358703613,0.9999937772750854,0.5562534332275391,0.18417209386825562,-0.3890391826629639,0.9999802350997925,0.5014683544635773,0.1842949092388153,-0.44194618463516233,0.9999915957450867,0.5483486533164978,0.20799120664596557,-0.5586467623710633,0.9999948740005493,0.5282868623733521,0.2075614035129547,-0.5771091699600219,0.9999969244003296,0.5936193346977234,0.275636625289917,-0.19748504757881163,0.9999698758125305,0.44890899658203126,0.274016672372818,-0.2627899140119553,0.999977958202362,0.6386643409729004,0.38197146654129027,-0.06662437170743943,0.9761606454849243,0.40026684403419494,0.37855186462402346,-0.15088287740945816,0.9959719181060791,0.6514410495758056,0.47819419503211974,-0.2503364533185959,0.9615929126739502,0.3883618414402008,0.4784162700176239,-0.3213417500257492,0.9776513934135437,0.6548102736473084,0.5076820075511932,-0.3003518432378769,0.9146228671073914,0.3843678295612335,0.5071184515953064,-0.3725158989429474,0.9392780780792236,0.6472422480583191,0.5065201222896576,-0.36601936221122744,0.9203898906707764,0.38863409161567686,0.5062147676944733,-0.43837031722068787,0.9379755616188049,0.6441543698310852,0.49682549834251405,-0.28061137199401853,0.8988841891288757,0.3929258346557617,0.497133731842041,-0.3510639250278473,0.9141146421432496,0.5613828420639038,0.485153341293335,0.02051285859197378,0.9994891166687012,0.4716962337493896,0.4874066948890686,-0.02061542561277747,0.9997148871421814,0.6063437104225159,0.6609696865081787,-0.042344019562005994,0.9847138166427613,0.44219955801963806,0.6627101063728332,-0.04569358862936497,0.9967350006103516,0.6359304189682007,0.7735653281211853,0.2822553485631943,0.9861271262168885,0.4227017223834991,0.7858232259750366,0.3176474168896675,0.9946406960487366,0.628453540802002,0.783629834651947,0.304590979218483,0.9378168702125549,0.43106443285942075,0.7929398655891419,0.34372435659170153,0.9105971217155456,0.6583410024642944,0.8323149085044861,0.10839719604700804,0.9835198402404786,0.40371171832084657,0.8487002968788147,0.1501251831650734,0.9905500888824463
1,6,boogie_up,0.5383338451385498,0.20102132856845856,-0.6560897707939148,0.9999967813491821,0.5440083742141724,0.1863582491874695,-0.6268266797065735,0.999991774559021,0.5489372849464417,0.1863080531358719,-0.626838207244873,0.9999911189079285,0.5536511659622192,0.18639964759349822,-0.6268438100814819,0.9999897122383118,0.5278349876403808,0.18671855330467224,-0.6312110662460327,0.9999915599822998,0.521217143535614,0.1870701789855957,-0.6312944769859314,0.999990713596344,0.5145992159843444,0.18737299740314484,-0.6313280820846557,0.9999893426895141,0.5549745678901672,0.1918242543935776,-0.4099238574504852,0.9999773859977722,0.501860362291336,0.19301790595054627,-0.4330184578895569,0.9999812483787537,0.5466085314750672,0.21642441749572755,-0.5678791761398315,0.99999440908432,0.5261392891407013,0.21687609255313872,-0.5777449011802673,0.9999960422515869,0.5953266382217407,0.28067026734352113,-0.2526949018239975,0.9999722838401794,0.4557575464248657,0.27954094409942626,-0.24374836385250093,0.9999777674674988,0.6169118881225586,0.39398794770240786,-0.15828892588615417,0.9774172186851502,0.41464192867279054,0.3873777806758881,-0.12666226625442506,0.9949802398681641,0.6150678038597107,0.4893462359905243,-0.3305281937122345,0.9640500903129577,0.368988174200058,0.4833549678325653,-0.3057059794664383,0.9774428367614746,0.6151374220848084,0.5206417262554168,-0.3834860622882843,0.9200850367546082,0.35496541261672976,0.5119576394557953,-0.35699260234832764,0.9405021071434021,0.6056652247905732,0.5184756219387054,-0.4429595470428467,0.9254619956016541,0.3576704978942871,0.5134220719337463,-0.42850075364112855,0.939708125591278,0.6030932903289795,0.5077927052974701,-0.3576720476150513,0.9052319645881652,0.3650806903839111,0.5049361050128937,-0.33952983021736144,0.9176414489746094,0.5666325926780701,0.48987171053886414,0.0007634362205862999,0.9995321035385132,0.4795537829399109,0.4919971227645874,-0.0009334911359474063,0.9997314095497132,0.6190058588981628,0.6610768675804138,-0.01871248260140419,0.9853394269943238,0.44753930568695066,0.6644724607467651,-0.014590084180235862,0.9965054392814636,0.6575414299964905,0.7296879887580872,0.4047442764043808,0.9809413194656372,0.42717411518096926,0.7762141227722168,0.38921554684638976,0.9930986881256103,0.6531891584396362,0.7307083487510682,0.4396845430135727,0.924686872959137,0.4363628089427948,0.7770471930503845,0.4200595796108246,0.9000367403030396,0.6800929307937622,0.7803222298622131,0.2688137112185359,0.9802581548690796,0.40454373359680174,0.8369302988052368,0.23812310248613358,0.9888569116592407
1,7,boogie_up,0.5358747601509094,0.20564457774162292,-0.6186916470527649,0.9999961733818055,0.5421041250228882,0.19105733931064606,-0.5907041430473328,0.9999892950057984,0.5472902178764343,0.19076845645904542,-0.5907339513301849,0.999988853931427,0.5521603703498841,0.19063529074192048,-0.5907389461994171,0.9999868988990783,0.5254693150520324,0.19200732409954072,-0.5912375271320343,0.9999879121780395,0.5190154135227203,0.19251843988895417,-0.5913228750228882,0.9999862551689148,0.512649017572403,0.19298722743988037,-0.591356235742569,0.9999839305877686,0.5543384313583374,0.1954561799764633,-0.37980487644672395,0.9999742150306702,0.5022993564605713,0.19856550693511962,-0.38787274360656737,0.9999690055847168,0.5451441049575806,0.2205212563276291,-0.5342741072177887,0.9999938130378723,0.5245869219303131,0.221589994430542,-0.5387350797653199,0.9999948143959045,0.5967579841613769,0.2837963104248047,-0.2422811895608902,0.9999742150306702,0.4628619492053986,0.28330193758010863,-0.19901125952601434,0.9999747514724732,0.60659761428833,0.39944477677345275,-0.17638972401618958,0.9785314321517944,0.4126511335372925,0.38227022290229795,-0.1192201592028141,0.9913987278938293,0.5844701707363129,0.47941585779190066,-0.3516224563121796,0.9662598490715026,0.35419270396232605,0.46273707747459414,-0.345928817987442,0.9751647591590882,0.5763809084892273,0.5060128211975098,-0.4078501760959625,0.9250130653381348,0.3365218937397003,0.4868853986263275,-0.405634206533432,0.939169704914093,0.5686839938163757,0.5008878409862518,-0.45913509130477903,0.9300301551818848,0.33936711549758913,0.48836991786956785,-0.47288625240325927,0.9389770150184631,0.5686146080493927,0.49121824502944944,-0.37524105310440065,0.9107699513435363,0.3474722862243652,0.4817426323890686,-0.38035266995429995,0.9185597658157348,0.5719735503196717,0.4942223608493805,-0.004938752949237823,0.9995659947395324,0.48615928888320925,0.49441213011741636,0.004734913376159966,0.9997400522232056,0.6177258491516113,0.6685061573982238,-0.0014695368707180023,0.9860628962516784,0.45251760482788084,0.6656670093536377,-0.008062875736504794,0.996309781074524,0.6419655799865722,0.7691993474960327,0.3959235519170761,0.9783676147460938,0.432962042093277,0.7717343807220459,0.41714807152748107,0.9917317628860474,0.6389332771301269,0.7744888186454773,0.42555895149707795,0.9157453179359436,0.4414934813976288,0.7712826013565064,0.44937633275985717,0.8908330798149109,0.6506828904151917,0.8240032434463501,0.21738803368061782,0.9790098071098328,0.4066922962665558,0.8325766682624817,0.26438391357660296,0.9874515533447266
1,8,boogie_up,0.5435627102851868,0.20666469037532806,-0.5684841752052308,0.9999952197074891,0.5511521339416504,0.1924252212047577,-0.536840409040451,0.9999864339828491,0.5564774990081787,0.19211044907569885,-0.5368915617465972,0.999985682964325,0.5615971207618713,0.1919589877128601,-0.5369294822216034,0.9999833226203918,0.5354076862335205,0.19343139827251435,-0.537624967098236,0.9999841332435608,0.52984778881073,0.19389162361621856,-0.5376984894275665,0.9999817132949829,0.5244440078735352,0.1943482428789139,-0.5377454102039337,0.9999786496162415,0.5665388226509094,0.19675350487232207,-0.3196220487356186,0.9999674916267395,0.5181919991970062,0.19967133700847625,-0.3279521048069,0.9999579906463623,0.5537063837051391,0.22135919630527495,-0.4823097765445709,0.9999899744987488,0.5340223848819733,0.22246454358100892,-0.4867935419082642,0.9999906301498414,0.6053747534751892,0.28507418036460874,-0.1714584857225418,0.999974536895752,0.48277819752693174,0.28265748023986814,-0.16325400546193122,0.9999698042869568,0.6148679852485657,0.3936655104160309,-0.10254475474357605,0.9742758393287658,0.44499319791793823,0.37618749737739565,-0.15212329402565955,0.9872936010360718,0.6006874859333038,0.4606901347637177,-0.25273931622505186,0.966461968421936,0.41141011714935305,0.45489969849586487,-0.3698516249656677,0.9723466992378235,0.5957080125808716,0.48371458053588867,-0.30159683525562286,0.9274872899055481,0.40306135416030886,0.47967190146446226,-0.43343347907066343,0.9366232872009277,0.5888325810432434,0.4777236759662628,-0.34980463683605195,0.9322349071502686,0.4079561114311218,0.4807385206222534,-0.48629247546195986,0.9367783069610596,0.587600177526474,0.46947351694107053,-0.2745410978794098,0.9133228182792663,0.41228031516075136,0.47370795607566835,-0.39736881852149963,0.9168909788131714,0.5778660178184509,0.4970400333404541,0.0013016212731599807,0.9995994091033935,0.4939459562301636,0.49549556374549864,-0.0014288846170529724,0.9997512817382812,0.6319506287574768,0.6695552349090577,-0.027541186660528183,0.9866176128387452,0.4449748694896698,0.650062894821167,-0.09769391613081098,0.9961912870407105,0.6454994201660156,0.7742565393447876,0.35630666762590407,0.9760325074195861,0.414206326007843,0.7465820193290711,0.32567145228385924,0.9905854105949402,0.6418561339378357,0.7814865350723267,0.3839618623256683,0.909599769115448,0.42108590602874757,0.7458076357841492,0.3591278314590454,0.8846747279167175,0.6524711966514587,0.830001437664032,0.18192394804209472,0.9776543140411377,0.38326662182807925,0.8047914385795594,0.18194451928138733,0.986266815662384
1,9,boogie_up,0.5359998345375061,0.21049309372901917,-0.4885079562664032,0.9999939799308777,0.5442005276679993,0.19619698822498322,-0.45537726283073426,0.9999834179878235,0.5496516346931457,0.19582135379314422,-0.4554531335830688,0.9999823451042176,0.5547202825546265,0.19560582637786866,-0.4555076718330383,0.9999796271324157,0.5282538175582886,0.19738566279411315,-0.4565990149974823,0.9999798655509948,0.5227156996726989,0.19790005087852477,-0.4566333949565887,0.9999765634536744,0.5173301935195923,0.1984625667333603,-0.4566624999046326,0.9999727368354797,0.5609537839889527,0.200325807929039,-0.24043566808104516,0.999961543083191,0.512319952249527,0.20372041165828705,-0.24872347265481948,0.9999472141265869,0.5470584511756897,0.22509785592556,-0.40344358384609225,0.9999863624572753,0.526938658952713,0.22645503878593445,-0.408019894361496,0.9999865531921387,0.5995851159095764,0.2869007885456085,-0.10782023072242737,0.99997478723526,0.4817981481552124,0.2851641416549683,-0.11738615706562996,0.9999628067016602,0.6103528261184692,0.38993855118751525,-0.06822141855955124,0.9693001985549927,0.45891406536102297,0.3773961067199707,-0.16045766249299048,0.9833013534545898,0.6020373165607452,0.44626575112342837,-0.2878115773200989,0.9665011882781982,0.4582039535045624,0.44874130487442015,-0.3799449622631073,0.9700092911720276,0.6014225482940674,0.46610053181648253,-0.3438464730978012,0.929905378818512,0.4572265982627869,0.4703514575958252,-0.44814891219139097,0.9348240613937377,0.5954337954521179,0.45950740575790405,-0.3875360280275345,0.934357225894928,0.46393622159957887,0.4689317226409912,-0.48864051699638367,0.9351993799209595,0.5927374303340912,0.4525381922721863,-0.3093291401863098,0.9158189773559571,0.4648853182792664,0.462103670835495,-0.40250259041786196,0.9155495166778564,0.5754522681236267,0.5017659783363342,0.002952352911233902,0.9996286749839782,0.4920207142829895,0.5005087971687316,-0.0030369385844096542,0.9997592806816101,0.6329757928848266,0.6745303273200989,-0.045613113790750504,0.9870805621147156,0.4501628279685974,0.660284674167633,-0.13719141827896236,0.9960630297660827,0.63850919008255,0.7774292349815368,0.3597736194729805,0.9738024711608887,0.4356730878353119,0.7782004117965698,0.23466161489486695,0.9904891371726989,0.6337383151054382,0.785507321357727,0.38914934694767,0.9023250341415405,0.44515936374664306,0.7825045466423035,0.2616118311882019,0.88201904296875,0.6468923091888428,0.832227098941803,0.18884324170649053,0.9762198805809021,0.40908175706863403,0.8399167656898499,0.06280146241188049,0.9860664010047913
1,10,boogie_up,0.5178168177604675,0.2128871500492096,-0.40431941449642184,0.999967098236084,0.525875860452652,0.19912733733654023,-0.3764823853969574,0.9998916864395142,0.53074551820755,0.19891601502895356,-0.3765888899564743,0.9998857259750367,0.5353085994720459,0.1988941878080368,-0.3766440212726593,0.9998759508132935,0.5121935725212097,0.2000044673681259,-0.37154246866703033,0.9998747825622558,0.5076598584651947,0.2004781424999237,-0.3715525507926941,0.9998313546180725,0.5033406972885132,0.20107376277446748,-0.37159828543663026,0.9998247742652893,0.5420757293701172,0.2043647438287735,-0.1867913357913494,0.9998466014862061,0.5005822002887725,0.20700703263282777,-0.17289265096187592,0.9996632933616638,0.5281765460968018,0.22734789848327636,-0.33172049224376676,0.9999599814414978,0.5100437939167023,0.22841378450393676,-0.32776760756969453,0.9999550461769104,0.5806926727294922,0.29115169048309325,-0.09649406671524048,0.9999720215797424,0.469531911611557,0.285765278339386,-0.061925139371305706,0.9999569177627563,0.5691943526268005,0.38827383518218994,-0.12019364088773728,0.9634730815887451,0.43730642795562746,0.3715341627597809,-0.13284494467079638,0.9780074477195739,0.5265411078929901,0.4245526194572449,-0.34903022050857546,0.9656939744949341,0.4220216661691666,0.42144228219985963,-0.35821391046047213,0.967268419265747,0.5173857510089874,0.4390913605690002,-0.41050725877285005,0.9308919787406922,0.4162512481212616,0.4387935042381287,-0.4245703607797623,0.9329999208450317,0.5101699769496918,0.4340608835220337,-0.43941850364208224,0.9349086165428162,0.42266505062580106,0.4355572104454041,-0.4574062705039978,0.9335789084434509,0.5123417437076568,0.4255316317081451,-0.36457719206809996,0.9160281300544739,0.42491490244865415,0.43031153082847595,-0.37849904894828795,0.9142342329025268,0.5675200939178466,0.505689001083374,0.0015504141338169575,0.9996500372886657,0.4859758675098419,0.5057383716106415,-0.0016679098596796393,0.9997718095779419,0.6367002129554749,0.6723738670349121,-0.050972183048725125,0.9866568684577942,0.44729878902435305,0.6652642250061035,-0.13241362925618888,0.9955315351486206,0.6568878769874573,0.7342169046401977,0.4099585607647896,0.9622031688690186,0.4373425722122192,0.7918348670005798,0.22764284014701844,0.9897976875305176,0.6540606379508972,0.7367401480674743,0.44723016321659087,0.8882108449935913,0.4435530185699463,0.8030595183372498,0.2546886205673218,0.8804449558258056,0.6797632813453675,0.7804057240486145,0.2894023865461349,0.966928768157959,0.4092643678188324,0.8527607560157776,0.06991146802902222,0.9845159649848938
